model,src_group,target,hop,head,head_indeg,nbr_default,is_flip,clean_margin,margin_change
Qwen3.5-9B,tail,tail_4,d4,Kerala State Industrial Development Corporation,4,Mid,0,5.1250,-4.6250
Qwen3.5-9B,tail,tail_4,d4,Zensar Technologies,3,Mid,0,4.3750,-0.5000
Qwen3.5-9B,tail,tail_4,d4,Zensar Technologies,3,Mid,0,4.3750,-0.3750
Qwen3.5-9B,tail,tail_4,d4,United States,17029,Hub,0,9.1250,-7.1250
Qwen3.5-9B,tail,tail_4,d4,United States,17029,Hub,0,7.8750,-4.1250
Qwen3.5-9B,tail,tail_4,d4,United States,17029,Hub,0,6.0000,-6.0000
Qwen3.5-9B,tail,tail_4,d4,United States,17029,Hub,0,6.3750,-6.2500
Qwen3.5-9B,tail,tail_4,d4,United States,17029,Hub,0,6.3750,-3.7500
Qwen3.5-9B,tail,tail_4,d4,United States,17029,Hub,0,5.1250,-2.8750
Qwen3.5-9B,tail,tail_4,d4,United States,17029,Hub,0,5.8750,-2.5000
Qwen3.5-9B,tail,tail_4,d4,United States,17029,Hub,0,6.5000,-1.8750
Qwen3.5-9B,tail,tail_4,d4,United States,17029,Hub,1,5.0000,-3.6250
Qwen3.5-9B,tail,tail_4,d4,United States,17029,Hub,1,7.5000,-3.6250
Qwen3.5-9B,tail,tail_4,d4,United States,17029,Hub,0,6.3750,-1.5000
Qwen3.5-9B,tail,tail_4,d4,United States,17029,Hub,0,6.1250,-3.6250
Qwen3.5-9B,tail,tail_4,d4,United States,17029,Hub,1,4.1250,-1.0000
Qwen3.5-9B,tail,tail_4,d4,United States,17029,Hub,0,6.0000,-5.3750
Qwen3.5-9B,tail,tail_4,d4,United States,17029,Hub,1,4.1250,-3.6250
Qwen3.5-9B,tail,tail_4,d4,United States,17029,Hub,1,6.1250,-3.8750
Qwen3.5-9B,tail,tail_4,d4,United States,17029,Hub,1,5.7500,-5.7500
Qwen3.5-9B,tail,tail_4,d4,United States,17029,Hub,1,3.5000,-3.1250
Qwen3.5-9B,tail,tail_4,d4,United States,17029,Hub,1,1.5000,-0.1250
Qwen3.5-9B,tail,tail_4,d4,United States,17029,Hub,1,7.2500,-7.0000
Qwen3.5-9B,tail,tail_4,d4,United States,17029,Hub,1,0.5000,0.3750
Qwen3.5-9B,tail,tail_4,d4,United States,17029,Hub,1,0.3750,0.6250
Qwen3.5-9B,tail,tail_4,d4,Chennai Port,5,Mid,0,4.0000,-3.3750
Qwen3.5-9B,tail,tail_4,d4,Chennai Port,5,Mid,0,2.1250,-0.1250
Qwen3.5-9B,tail,tail_4,d4,Harry S. Truman,6,Mid,0,6.6250,-4.2500
Qwen3.5-9B,tail,tail_4,d4,Harry S. Truman,6,Mid,0,3.3750,-2.7500
Qwen3.5-9B,tail,tail_4,d4,Harry S. Truman,6,Mid,1,2.3750,-1.7500
Qwen3.5-9B,tail,tail_4,d4,Harry S. Truman,6,Mid,1,3.0000,-2.2500
Qwen3.5-9B,tail,tail_4,d4,Peerless Group,10,Hub,1,2.6250,-2.1250
Qwen3.5-9B,tail,tail_4,d4,Peerless Group,10,Hub,1,1.2500,-0.3750
Qwen3.5-9B,tail,tail_4,d4,Peerless Group,10,Hub,1,2.3750,-0.8750
Qwen3.5-9B,tail,tail_4,d4,Peerless Group,10,Hub,1,0.6250,1.0000
Qwen3.5-9B,tail,tail_4,d4,Peerless Group,10,Hub,1,2.6250,-2.6250
Qwen3.5-9B,tail,tail_4,d4,Peerless Group,10,Hub,1,2.1250,-0.7500
Qwen3.5-9B,tail,tail_4,d4,Peerless Group,10,Hub,1,2.0000,-0.3750
Qwen3.5-9B,tail,tail_4,d5,Lady Gaga,4,Mid,1,0.8750,2.0000
Qwen3.5-9B,tail,tail_4,d5,Barbra Streisand,7,Mid,1,0.1250,3.1250
Qwen3.5-9B,tail,tail_4,d5,Lady Gaga,4,Mid,1,2.0000,-2.0000
Qwen3.5-9B,tail,tail_4,d5,Donald Trump,16,Hub,1,7.8750,-7.0000
Qwen3.5-9B,tail,tail_4,d5,Wajid Ali Shah,4,Mid,0,2.7500,0.1250
Qwen3.5-9B,tail,tail_4,d5,Soviet Union,41,Hub,0,5.8750,-4.8750
Qwen3.5-9B,tail,tail_4,d5,Harrow School,18,Hub,1,5.2500,-5.1250
Qwen3.5-9B,tail,tail_4,d5,University of Oxford,971,Hub,1,7.2500,-3.8750
Qwen3.5-9B,tail,tail_4,d5,BSE Limited,6,Mid,1,0.1250,-0.1250
Qwen3.5-9B,tail,tail_4,d5,Board of Control for Cricket in India,22,Hub,0,9.5000,-8.6250
Qwen3.5-9B,tail,tail_4,d5,Securities and Exchange Board of India,3,Mid,0,1.7500,0.0000
Qwen3.5-9B,tail,tail_4,d5,San Diego,86,Hub,0,7.0000,-6.3750
Qwen3.5-9B,tail,tail_4,d5,Kamala Kanta Jena,2,Mid,1,3.1250,-1.5000
Qwen3.5-9B,tail,tail_4,d5,Airports Authority of India,8,Hub,0,8.7500,-7.7500
Qwen3.5-9B,tail,tail_4,d5,Thierry Delaporte,3,Mid,1,1.6250,-0.3750
Qwen3.5-9B,tail,tail_4,d5,Chief Executive Officer,2754,Hub,1,0.1250,1.2500
Qwen3.5-9B,tail,tail_4,d5,Reliance Industries Limited,9,Hub,1,4.3750,-0.2500
Qwen3.5-9B,tail,tail_4,d5,Chicago,496,Hub,0,8.6250,-8.0000
Qwen3.5-9B,tail,tail_4,d5,Soviet Union,41,Hub,1,7.7500,-7.6250
Qwen3.5-9B,tail,tail_4,d5,University of Lisbon,70,Hub,0,3.7500,-2.5000
Qwen3.5-9B,tail,tail_4,d5,Emcure Group,3,Mid,0,0.2500,1.1250
Qwen3.5-9B,tail,tail_4,d5,National Stock Exchange of India,18,Hub,0,7.0000,-6.3750
Qwen3.5-9B,tail,tail_4,d5,Slumdog Millionaire,5,Mid,1,5.6250,-2.6250
Qwen3.5-9B,tail,tail_4,d5,Portugal,333,Hub,1,3.5000,-2.0000
Qwen3.5-9B,tail,tail_4,d5,Chicago,496,Hub,1,7.3750,-6.5000
Qwen3.5-9B,tail,tail_4,d5,Vita Dani,2,Mid,1,1.0000,1.7500
Qwen3.5-9B,tail,tail_4,d5,Communist Party of the Soviet Union,6,Mid,0,7.3750,-6.2500
Qwen3.5-9B,tail,tail_4,d5,Jennifer Lopez,7,Mid,1,3.1250,-1.6250
Qwen3.5-9B,tail,tail_4,d5,"Trinity College, Cambridge",41,Hub,1,6.3750,-5.6250
Qwen3.5-9B,tail,tail_4,d5,Sawai Madhopur,3,Mid,1,2.7500,-2.0000
Qwen3.5-9B,tail,tail_4,d5,Mohanlal Sukhadia,4,Mid,1,3.0000,-2.3750
Qwen3.5-9B,tail,tail_4,d5,University of Kashmir,11,Hub,1,4.6250,-4.5000
Qwen3.5-9B,tail,tail_4,d5,Ministry of Defence,25,Hub,0,6.6250,-5.5000
Qwen3.5-9B,tail,tail_4,d5,Conservative Party,21,Hub,0,6.5000,-3.5000
Qwen3.5-9B,tail,tail_4,d5,Saharanpur,6,Mid,1,4.7500,-3.5000
Qwen3.5-9B,tail,tail_4,d5,Mangalore,6,Mid,1,2.0000,1.2500
Qwen3.5-9B,tail,tail_4,d5,Harvard Business School,163,Hub,1,6.0000,-5.5000
Qwen3.5-9B,tail,tail_4,d5,Houston,126,Hub,1,5.2500,-3.7500
Qwen3.5-9B,tail,tail_4,d5,Professor,737,Hub,0,2.8750,-2.3750
Qwen3.5-9B,tail,tail_4,d5,Massachusetts Institute of Technology,171,Hub,1,1.7500,-0.3750
Qwen3.5-9B,tail,tail_4,d5,Slumdog Millionaire,5,Mid,1,1.3750,0.0000
Qwen3.5-9B,tail,tail_4,d5,Cornell University,115,Hub,0,4.3750,-3.7500
Qwen3.5-9B,tail,tail_4,d5,Kuomintang,13,Hub,0,0.8750,1.0000
Qwen3.5-9B,tail,tail_4,d5,Jammu and Kashmir,6,Mid,0,4.3750,-2.7500
Qwen3.5-9B,tail,tail_4,d5,"Member of Parliament, Lok Sabha",8,Hub,1,2.7500,-1.1250
Qwen3.5-9B,tail,tail_4,d5,N. Ram,2,Mid,1,1.8750,0.7500
Qwen3.5-9B,tail,tail_4,d5,Tata Group,11,Hub,0,6.8750,-5.0000
Qwen3.5-9B,tail,tail_4,d5,Barbra Streisand,7,Mid,1,2.8750,0.5000
Qwen3.5-9B,tail,tail_4,d5,Jay-Z,8,Hub,0,1.0000,0.8750
Qwen3.5-9B,tail,tail_4,d5,Soviet Union,41,Hub,1,3.3750,-3.1250
Qwen3.5-9B,tail,tail_4,d5,United States Army,100,Hub,0,3.5000,-3.0000
Qwen3.5-9B,tail,tail_4,d5,Massachusetts Institute of Technology,171,Hub,0,2.8750,-0.6250
Qwen3.5-9B,tail,tail_4,d5,Albany,44,Hub,0,1.5000,-1.5000
Qwen3.5-9B,tail,tail_4,d5,Commodore Siddharth Mishra,2,Mid,1,1.6250,-0.3750
Qwen3.5-9B,tail,tail_4,d5,Chicago,496,Hub,1,5.8750,-3.7500
Qwen3.5-9B,tail,tail_4,d5,Atlanta,140,Hub,0,2.0000,-0.3750
Qwen3.5-9B,tail,tail_4,d5,Seattle,215,Hub,1,1.2500,-0.6250
Qwen3.5-9B,tail,tail_4,d5,Securities and Exchange Board of India,3,Mid,1,9.6250,-8.7500
Qwen3.5-9B,tail,tail_4,d5,Portugal,333,Hub,1,6.3750,-6.0000
Qwen3.5-9B,tail,tail_4,d5,Barbra Streisand,7,Mid,0,8.5000,-6.6250
Qwen3.5-9B,tail,tail_4,d5,United States Army,100,Hub,1,2.8750,-2.0000
Qwen3.5-9B,tail,tail_4,d5,University of Oxford,971,Hub,0,6.2500,-5.8750
Qwen3.5-9B,tail,tail_4,d5,San Diego,86,Hub,1,3.5000,-1.2500
Qwen3.5-9B,tail,tail_4,d5,Seattle,215,Hub,0,3.1250,-2.3750
Qwen3.5-9B,tail,tail_4,d5,British American Tobacco,8,Hub,1,2.1250,1.0000
Qwen3.5-9B,tail,tail_4,d5,BSE Limited,6,Mid,1,2.7500,-2.3750
Qwen3.5-9B,tail,tail_4,d5,Henry Irwin,3,Mid,1,2.1250,-1.0000
Qwen3.5-9B,tail,tail_4,d5,Chicago,496,Hub,1,3.0000,-1.3750
Qwen3.5-9B,tail,tail_4,d5,Harvard University,842,Hub,0,6.1250,-2.6250
Qwen3.5-9B,tail,tail_4,d5,San Jose,60,Hub,1,1.3750,0.3750
Qwen3.5-9B,tail,tail_4,d5,Church of Scotland,16,Hub,0,8.3750,-6.1250
Qwen3.5-9B,tail,tail_4,d5,Washington D.C.,4,Mid,1,6.0000,-4.6250
Qwen3.5-9B,tail,tail_4,d5,Pawan Kumar Goenka,3,Mid,1,2.3750,-2.3750
Qwen3.5-9B,tail,tail_4,d5,Robert De Niro,6,Mid,1,2.8750,-2.2500
Qwen3.5-9B,tail,tail_4,d5,Washington D.C.,4,Mid,1,7.5000,-5.5000
Qwen3.5-9B,tail,tail_4,d5,Donald Trump,16,Hub,1,7.8750,-7.0000
Qwen3.5-9B,tail,tail_4,d5,Board of Control for Cricket in India,22,Hub,0,9.2500,-5.5000
Qwen3.5-9B,tail,tail_4,d5,Dallas,107,Hub,0,2.5000,-2.1250
Qwen3.5-9B,tail,tail_4,d5,Dallas,107,Hub,0,3.0000,-0.2500
Qwen3.5-9B,tail,tail_4,d5,Little White House,3,Mid,1,5.3750,-4.1250
Qwen3.5-9B,tail,tail_4,d5,Harvard University,842,Hub,0,5.6250,-4.5000
Qwen3.5-9B,tail,tail_4,d5,San Francisco,626,Hub,1,6.5000,-2.7500
Qwen3.5-9B,tail,tail_4,d5,Donald Trump,16,Hub,1,0.8750,1.5000
Qwen3.5-9B,tail,tail_4,d5,Bombay Stock Exchange,35,Hub,0,8.6250,-8.2500
Qwen3.5-9B,tail,tail_4,d5,Seattle,215,Hub,0,0.7500,0.0000
Qwen3.5-9B,tail,tail_4,d5,Hindi,77,Hub,1,0.3750,0.0000
Qwen3.5-9B,tail,tail_4,d5,Cornell University,115,Hub,0,6.6250,-6.0000
Qwen3.5-9B,tail,tail_4,d5,V. P. Mahadevan Pillai,3,Mid,1,2.7500,1.2500
Qwen3.5-9B,tail,tail_4,d5,San Francisco,626,Hub,1,1.8750,-1.3750
Qwen3.5-9B,tail,tail_4,d5,United Kingdom,7054,Hub,1,7.0000,-6.7500
Qwen3.5-9B,tail,tail_4,d5,Slumdog Millionaire,5,Mid,0,0.6250,5.2500
Qwen3.5-9B,tail,tail_4,d5,San Diego,86,Hub,1,2.3750,0.3750
Qwen3.5-9B,tail,tail_4,d5,University of Oxford,971,Hub,1,9.3750,-9.0000
Qwen3.5-9B,tail,tail_4,d5,Seattle,215,Hub,0,3.0000,-2.2500
Qwen3.5-9B,tail,tail_4,d5,New Orleans,102,Hub,0,9.1250,-7.8750
Qwen3.5-9B,tail,tail_4,d5,Washington D.C.,4,Mid,1,6.1250,-3.8750
Qwen3.5-9B,tail,tail_4,d5,Bad Boy,3,Mid,1,1.2500,-0.7500
Qwen3.5-9B,tail,tail_4,d5,University College London,65,Hub,0,2.0000,-2.0000
Qwen3.5-9B,tail,tail_4,d5,Missionaries of Charity,2,Mid,1,7.0000,-5.0000
Qwen3.5-9B,tail,tail_4,d5,University of Pennsylvania,374,Hub,1,8.2500,-6.6250
Qwen3.5-9B,tail,tail_4,d5,Bharatiya Janata Party,14,Hub,0,5.6250,-4.3750
Qwen3.5-9B,tail,tail_4,d5,University of Lucknow,8,Hub,1,6.1250,-5.3750
Qwen3.5-9B,tail,tail_4,d5,United Kingdom,7054,Hub,0,3.0000,-2.8750
Qwen3.5-9B,tail,tail_4,d5,Ministry of Defence,25,Hub,0,7.3750,-5.5000
Qwen3.5-9B,tail,tail_4,d5,Columbus,57,Hub,1,5.2500,-4.3750
Qwen3.5-9B,tail,tail_4,d5,United States Army,100,Hub,1,7.0000,-4.1250
Qwen3.5-9B,tail,tail_4,d5,University of Cambridge,1044,Hub,1,9.6250,-9.0000
Qwen3.5-9B,tail,tail_4,d5,Houston,126,Hub,1,5.0000,-2.8750
Qwen3.5-9B,tail,tail_4,d5,University of Pennsylvania,374,Hub,1,1.2500,2.5000
Qwen3.5-9B,tail,tail_4,d5,Mangalore,6,Mid,0,3.8750,-0.7500
Qwen3.5-9B,tail,tail_4,d5,San Jose,60,Hub,1,0.1250,1.2500
Qwen3.5-9B,tail,tail_4,d5,Dadasaheb Phalke,3,Mid,1,3.5000,-0.2500
Qwen3.5-9B,tail,tail_4,d5,Chicago,496,Hub,1,3.6250,-3.2500
Qwen3.5-9B,tail,tail_4,d5,Alexander Lawrie,2,Mid,1,1.6250,-1.3750
Qwen3.5-9B,tail,tail_4,d5,Chicago,496,Hub,1,8.6250,-8.1250
Qwen3.5-9B,tail,tail_4,d5,Portugal,333,Hub,1,2.7500,-1.7500
Qwen3.5-9B,tail,tail_4,d5,Member of the Rajasthan Legislative Assembly,6,Mid,0,6.7500,-4.8750
Qwen3.5-9B,tail,tail_4,d5,Python,40,Hub,0,1.5000,-1.3750
Qwen3.5-9B,tail,tail_4,d5,Donald Trump,16,Hub,0,7.2500,-6.7500
Qwen3.5-9B,tail,tail_4,d5,Hindi,77,Hub,1,0.2500,2.0000
Qwen3.5-9B,tail,tail_4,d5,Hindi,77,Hub,1,1.0000,0.1250
Qwen3.5-9B,tail,tail_4,d5,Government of Kerala,10,Hub,0,0.2500,0.1250
Qwen3.5-9B,tail,tail_4,d5,United States Army,100,Hub,0,6.0000,-5.0000
Qwen3.5-9B,tail,tail_4,d5,Columbus,57,Hub,0,4.6250,-4.0000
Qwen3.5-9B,tail,tail_4,d5,Phoenix,49,Hub,0,6.1250,-4.5000
Qwen3.5-9B,tail,tail_4,d5,Aden,7,Mid,0,3.3750,-3.2500
Qwen3.5-9B,tail,tail_4,d5,Joe Biden,21,Hub,0,3.6250,-0.8750
Qwen3.5-9B,tail,tail_4,d5,Queen Victoria,16,Hub,1,3.3750,-3.3750
Qwen3.5-9B,tail,tail_4,d5,Lamar,2,Mid,1,0.1250,1.3750
Qwen3.5-9B,tail,tail_4,d5,Seattle,215,Hub,0,1.2500,-0.6250
Qwen3.5-9B,tail,tail_4,d5,New Deal,1,Tail,0,7.1250,-7.0000
Qwen3.5-9B,tail,tail_4,d5,Portugal,333,Hub,1,3.2500,0.2500
Qwen3.5-9B,tail,tail_4,d5,"National College, Lahore",3,Mid,1,3.0000,-0.2500
Qwen3.5-9B,tail,tail_4,d5,Xikou,1,Tail,1,4.7500,-2.6250
Qwen3.5-9B,tail,tail_4,d5,Abhay Firodia,1,Tail,1,4.3750,-2.0000
Qwen3.5-9B,tail,tail_4,d5,Columbia Law School,16,Hub,1,5.2500,-2.5000
Qwen3.5-9B,tail,tail_4,d5,University of Pennsylvania,374,Hub,0,7.7500,-5.3750
Qwen3.5-9B,tail,tail_4,d5,Jaisalmer,9,Hub,0,2.2500,1.0000
Qwen3.5-9B,tail,tail_4,d5,Jadavpur University,5,Mid,0,4.7500,-4.3750
Qwen3.5-9B,tail,tail_4,d5,New Orleans,102,Hub,1,1.2500,-0.1250
Qwen3.5-9B,tail,tail_4,d5,Vikram Sarabhai,3,Mid,0,3.2500,-3.0000
Qwen3.5-9B,tail,tail_4,d5,English,3515,Hub,1,0.7500,1.5000
Qwen3.5-9B,tail,tail_4,d5,San Jose,60,Hub,1,0.3750,0.8750
Qwen3.5-9B,tail,tail_4,d5,Disney India,2,Mid,1,1.0000,-0.6250
Qwen3.5-9B,tail,tail_4,d5,Chicago,496,Hub,1,5.5000,-4.6250
Qwen3.5-9B,tail,tail_4,d5,Adam Sandler,2,Mid,1,2.5000,0.0000
Qwen3.5-9B,tail,tail_4,d5,Hindi,77,Hub,1,1.1250,0.7500
Qwen3.5-9B,tail,tail_4,d5,Aden,7,Mid,1,2.6250,-2.5000
Qwen3.5-9B,tail,tail_4,d5,University of Cambridge,1044,Hub,0,1.8750,-1.1250
Qwen3.5-9B,tail,tail_4,d5,Chicago,496,Hub,1,7.7500,-6.2500
Qwen3.5-9B,tail,tail_4,d5,Prime Minister of Portugal,5,Mid,1,0.5000,0.7500
Qwen3.5-9B,tail,tail_4,d5,Indian Institute of Technology Kharagpur,8,Hub,1,0.8750,0.6250
Qwen3.5-9B,tail,tail_4,d5,Python,40,Hub,0,0.8750,0.6250
Qwen3.5-9B,tail,tail_4,d5,Hyde Park,6,Mid,0,3.6250,-1.6250
Qwen3.5-9B,tail,tail_4,d5,Martin Scorsese,9,Hub,1,6.1250,-4.6250
Qwen3.5-9B,tail,tail_4,d5,SKF Group,4,Mid,0,2.3750,-1.3750
Qwen3.5-9B,tail,tail_4,d5,Fort Worth,20,Hub,0,3.6250,-3.5000
Qwen3.5-9B,tail,tail_4,d5,Portugal,333,Hub,1,5.7500,-5.0000
Qwen3.5-9B,tail,tail_4,d5,A Gift for God,2,Mid,1,0.6250,-0.2500
Qwen3.5-9B,tail,tail_4,d5,Houston,126,Hub,1,5.0000,-3.6250
Qwen3.5-9B,tail,tail_4,d5,Washington D.C.,4,Mid,1,6.1250,-3.3750
Qwen3.5-9B,tail,tail_4,d5,"Don Bosco School, Kolkata",3,Mid,0,5.6250,-5.0000
Qwen3.5-9B,tail,tail_4,d5,Film and Television Institute of India,14,Hub,0,10.6250,-7.1250
Qwen3.5-9B,tail,tail_4,d5,San Francisco,626,Hub,1,6.7500,-0.8750
Qwen3.5-9B,tail,tail_4,d5,Palo Alto,32,Hub,1,0.2500,2.5000
Qwen3.5-9B,tail,tail_4,d5,Houston,126,Hub,1,8.0000,-3.3750
Qwen3.5-9B,tail,tail_4,d5,Sir John Muir,3,Mid,1,3.0000,1.1250
Qwen3.5-9B,tail,tail_4,d5,United Kingdom,7054,Hub,1,1.0000,0.0000
Qwen3.5-9B,tail,tail_4,d5,University College London,65,Hub,1,4.6250,-3.6250
Qwen3.5-9B,tail,tail_4,d5,United Kingdom,7054,Hub,0,1.5000,-0.2500
Qwen3.5-9B,tail,tail_4,d5,Haileybury and Imperial Service College,4,Mid,1,4.5000,-2.0000
Qwen3.5-9B,tail,tail_4,d5,Dallas,107,Hub,1,2.7500,1.7500
Qwen3.5-9B,tail,tail_4,d5,Church of Scotland,16,Hub,0,4.2500,-2.1250
Qwen3.5-9B,tail,tail_4,d5,Hindi,77,Hub,1,1.1250,3.1250
Qwen3.5-9B,tail,tail_4,d5,Skopje,35,Hub,1,1.7500,-0.5000
Qwen3.5-9B,tail,tail_4,d5,San Jose,60,Hub,1,4.1250,-3.5000
Qwen3.5-9B,tail,tail_4,d5,John McLeod,6,Mid,1,1.3750,1.0000
Qwen3.5-9B,tail,tail_4,d5,Hindi,77,Hub,1,0.0000,0.3750
Qwen3.5-9B,tail,tail_4,d5,Chicago,496,Hub,1,5.2500,-5.1250
Qwen3.5-9B,tail,tail_4,d5,Church of Scotland,16,Hub,0,9.5000,-7.2500
Qwen3.5-9B,tail,tail_4,d5,Gori,1,Tail,1,2.2500,0.6250
Qwen3.5-9B,tail,tail_4,d5,Chicago,496,Hub,1,7.8750,-6.3750
Qwen3.5-9B,tail,tail_4,d5,Jay-Z,8,Hub,0,1.2500,0.1250
Qwen3.5-9B,tail,tail_4,d5,University of Mumbai,81,Hub,0,4.2500,-2.1250
Qwen3.5-9B,tail,tail_4,d5,Conservative Party,21,Hub,1,0.8750,-0.5000
Qwen3.5-9B,tail,tail_4,d5,Robert De Niro,6,Mid,0,6.0000,-5.5000
Qwen3.5-9B,tail,tail_4,d5,Suresh Productions,4,Mid,1,1.0000,0.0000
Qwen3.5-9B,tail,tail_4,d5,Hindi,77,Hub,1,1.7500,-1.5000
Qwen3.5-9B,tail,tail_4,d5,Alexander Lawrie,2,Mid,1,4.1250,-1.2500
Qwen3.5-9B,tail,tail_4,d5,Royal Military Academy Sandhurst,31,Hub,1,5.8750,-4.1250
Qwen3.5-9B,tail,tail_4,d5,Walmart,16,Hub,0,6.3750,-4.8750
Qwen3.5-9B,tail,tail_4,d5,San Francisco,626,Hub,1,6.1250,-3.5000
Qwen3.5-9B,tail,tail_4,d5,Stanford University,476,Hub,1,2.1250,-0.5000
Qwen3.5-9B,tail,tail_4,d5,University College London,65,Hub,0,3.6250,-2.7500
Qwen3.5-9B,tail,tail_4,d5,Ministry of Defence,25,Hub,0,10.1250,-5.0000
Qwen3.5-9B,tail,tail_4,d5,Founder and Chairman,66,Hub,1,0.2500,-0.1250
Qwen3.5-9B,tail,tail_4,d5,Portugal,333,Hub,1,4.0000,-2.0000
Qwen3.5-9B,tail,tail_4,d5,Hindi,77,Hub,1,5.6250,-5.5000
Qwen3.5-9B,tail,tail_4,d5,Thierry Delaporte,3,Mid,1,5.1250,-3.5000
Qwen3.5-9B,tail,tail_4,d5,San Diego,86,Hub,0,4.2500,-0.3750
Qwen3.5-9B,tail,tail_4,d5,Chicago,496,Hub,1,8.7500,-8.6250
Qwen3.5-9B,tail,tail_4,d5,Austin,67,Hub,0,5.8750,-1.2500
Qwen3.5-9B,tail,tail_4,d5,Ministry of Defence,25,Hub,1,1.5000,-1.3125
Qwen3.5-9B,tail,tail_4,d5,Seattle,215,Hub,1,2.2500,-0.2500
Qwen3.5-9B,tail,tail_4,d5,Development as Freedom,1,Tail,1,0.5000,1.0000
Qwen3.5-9B,tail,tail_4,d5,Washington D.C.,4,Mid,1,5.7500,-4.8750
Qwen3.5-9B,tail,tail_4,d5,Ministry of Defence,25,Hub,0,1.6250,-1.1250
Qwen3.5-9B,tail,tail_4,d5,Python,40,Hub,0,1.1250,0.2500
Qwen3.5-9B,tail,tail_4,d5,Seattle,215,Hub,0,1.5000,-0.1250
Qwen3.5-9B,tail,tail_4,d5,Donald Trump,16,Hub,0,7.2500,-6.7500
Qwen3.5-9B,tail,tail_4,d5,Dallas,107,Hub,1,4.7500,-2.3750
Qwen3.5-9B,tail,tail_4,d5,Bajrangi Bhaijaan,3,Mid,0,1.1250,-0.1250
Qwen3.5-9B,tail,tail_4,d5,SKF Group,4,Mid,0,6.3750,-5.3750
Qwen3.5-9B,tail,tail_4,d5,Slumdog Millionaire,5,Mid,1,0.8750,4.2500
Qwen3.5-9B,tail,tail_4,d5,Tata Sons,5,Mid,1,2.3750,-1.7500
Qwen3.5-9B,tail,tail_4,d5,Mohamed Hasham Premji,1,Tail,1,2.2500,-0.7500
Qwen3.5-9B,tail,tail_4,d5,Skopje,35,Hub,1,4.8750,-4.6250
Qwen3.5-9B,tail,tail_4,d5,Conservative Party,21,Hub,0,4.7500,-2.1250
Qwen3.5-9B,tail,tail_4,d5,Little White House,3,Mid,1,5.3750,-4.2500
Qwen3.5-9B,tail,tail_4,d5,Kiran Mazumdar-Shaw,1,Tail,1,2.6250,0.0000
Qwen3.5-9B,tail,tail_4,d5,Ministry of Defence,25,Hub,0,6.5000,-3.6250
Qwen3.5-9B,tail,tail_4,d5,Chicago,496,Hub,0,6.3750,-5.6250
Qwen3.5-9B,tail,tail_4,d5,Gujarat University,9,Hub,0,3.2500,-2.3750
Qwen3.5-9B,tail,tail_4,d5,Lamar,2,Mid,1,0.3750,-0.3750
Qwen3.5-9B,tail,tail_4,d5,Ministry of Defence,25,Hub,0,9.5000,-7.7500
Qwen3.5-9B,tail,tail_4,d5,John McLeod,6,Mid,1,2.0000,0.0000
Qwen3.5-9B,tail,tail_4,d5,R. N. Mukherjee,2,Mid,0,3.3750,-3.0000
Qwen3.5-9B,tail,tail_4,d5,Groupe Danone,2,Mid,0,4.2500,-2.8750
Qwen3.5-9B,tail,tail_4,d5,SKF Group,4,Mid,1,6.8750,-6.3750
Qwen3.5-9B,tail,tail_4,d5,Saharanpur,6,Mid,0,1.0000,0.7500
Qwen3.5-9B,tail,tail_4,d5,Washington D.C.,4,Mid,1,5.8750,-5.0000
Qwen3.5-9B,tail,tail_4,d5,Communist Party of the Soviet Union,6,Mid,0,4.0000,-3.2500
Qwen3.5-9B,tail,tail_4,d5,"Trinity College, Cambridge",41,Hub,0,5.1250,-3.2500
Qwen3.5-9B,tail,tail_4,d5,Peerless Distillery Ltd.,3,Mid,1,3.5000,-1.8750
Qwen3.5-9B,tail,tail_4,d5,Royal Military Academy Sandhurst,31,Hub,0,6.3750,-4.6250
Qwen3.5-9B,tail,tail_4,d5,Tbilisi Theological Seminary,3,Mid,0,1.1250,-0.7500
Qwen3.5-9B,tail,tail_4,d5,Portugal,333,Hub,1,4.1250,-4.1250
Qwen3.5-9B,tail,tail_4,d5,Donald Trump,16,Hub,1,0.8750,1.5000
Qwen3.5-9B,tail,tail_4,d5,Harvard University,842,Hub,1,5.0000,-1.3750
Qwen3.5-9B,tail,tail_4,d5,Chicago,496,Hub,1,7.2500,-7.1250
Qwen3.5-9B,tail,tail_4,d5,Imperial College London,23,Hub,1,2.6250,-0.2500
Qwen3.5-9B,tail,tail_4,d5,William Mackinnon,3,Mid,1,0.2500,0.2500
Qwen3.5-9B,tail,tail_4,d5,University of Cambridge,1044,Hub,0,8.8750,-5.2500
Qwen3.5-9B,tail,tail_4,d5,Seattle,215,Hub,0,2.0000,-1.8750
Qwen3.5-9B,tail,tail_4,d5,University of Pennsylvania,374,Hub,0,9.5000,-8.7500
Qwen3.5-9B,tail,tail_4,d5,Houston,126,Hub,1,6.5000,-5.3750
Qwen3.5-9B,tail,tail_4,d5,Kuomintang,13,Hub,0,1.1250,-1.0000
Qwen3.5-9B,tail,tail_4,d5,Jammu and Kashmir,6,Mid,1,0.8750,0.8750
Qwen3.5-9B,tail,tail_4,d5,Indian National Army,1,Tail,0,5.1250,-4.6250
Qwen3.5-9B,tail,tail_4,d5,Harvard University,842,Hub,0,3.3750,-2.8750
Qwen3.5-9B,tail,tail_4,d5,Lusiana,2,Mid,1,0.1250,2.5000
